PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Embarked_clean,Age_registrada,Age_clean,Cabin_registrada,Cabin_letra,class,who,adult_male,deck,embark_town,alone,Sex_bin,Title,Title_agrupado,FamilySize,IsAlone,AgeGroup,Fare_log,FareBand,Deck_combinado
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,,S,S,1,59.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.6741486494265287,Q2,Desconocida
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,,S,S,1,5.0,0,,Third,child,False,,Southampton,False,1,Miss,Miss,7,0,Niño (0-12),3.4777725458882283,Q4 (alto),Desconocida
235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,,S,S,1,24.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.4423470353692043,Q2,Desconocida
236,0,3,"Harknett, Miss. Alice Phoebe",female,,0,0,W./C. 6609,7.55,,S,S,0,21.5,0,,Third,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.145931282948669,Q1 (bajo),Desconocida
237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,,S,S,1,44.0,0,,Second,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto (36-60),3.295836866004329,Q3,Desconocida
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,,S,S,1,8.0,0,,Second,child,False,,Southampton,False,1,Miss,Miss,3,0,Niño (0-12),3.305053521109253,Q3,Desconocida
239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,,S,S,1,19.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.4423470353692043,Q2,Desconocida
240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,,S,S,1,33.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.5858825671280026,Q2,Desconocida
241,0,3,"Zabour, Miss. Thamine",female,,1,0,2665,14.4542,,C,C,0,21.5,0,,Third,woman,False,,Cherbourg,False,1,Miss,Miss,2,0,Adulto joven (18-35),2.737880811060884,Q2,Desconocida
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,,1,0,367230,15.5,,Q,Q,0,21.5,0,,Third,woman,False,,Queenstown,False,1,Miss,Miss,2,0,Adulto joven (18-35),2.803360380906535,Q3,Desconocida
243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,,S,S,1,29.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.4423470353692043,Q2,Desconocida
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,,S,S,1,22.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.094945728215801,Q1 (bajo),Desconocida
245,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,,C,C,1,30.0,0,,Third,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1071782966514356,Q1 (bajo),Desconocida
246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,C78,Q,Q,1,44.0,1,C,First,man,True,C,Queenstown,False,0,Dr,Oficial_Profesional,3,0,Adulto (36-60),4.51085950651685,Q4 (alto),C
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,,S,S,1,25.0,0,,Third,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.1719067693519296,Q1 (bajo),Desconocida
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,,S,S,1,24.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,3,0,Adulto joven (18-35),2.740840023925201,Q3,Desconocida
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,S,S,1,37.0,1,D,First,man,True,D,Southampton,False,0,Mr,Mr,3,0,Adulto (36-60),3.9806942251907276,Q4 (alto),D
250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,,S,S,1,54.0,0,,Second,man,True,,Southampton,False,0,Rev,Oficial_Profesional,2,0,Adulto (36-60),3.295836866004329,Q3,Desconocida
251,0,3,"Reed, Mr. James George",male,,0,0,362316,7.25,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1102132003465894,Q1 (bajo),Desconocida
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S,S,1,29.0,1,G,Third,woman,False,G,Southampton,False,1,Mrs,Mrs,3,0,Adulto joven (18-35),2.4390808375825834,Q2,G
253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,C87,S,S,1,62.0,1,C,First,man,True,C,Southampton,True,0,Mr,Mr,1,1,Mayor (60+),3.3160025355989236,Q3,C
254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,,S,S,1,30.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto joven (18-35),2.8390784635086144,Q3,Desconocida
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,,S,S,1,41.0,0,,Third,woman,False,,Southampton,False,1,Mrs,Mrs,3,0,Adulto (36-60),3.0545906305603445,Q3,Desconocida
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,,C,C,1,29.0,0,,Third,woman,False,,Cherbourg,False,1,Mrs,Mrs,3,0,Adulto joven (18-35),2.7878344138303452,Q3,Desconocida
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,,0,0,PC 17585,79.2,,C,C,0,35.0,0,,First,woman,False,,Cherbourg,True,1,Mrs,Mrs,1,1,Adulto joven (18-35),4.384523514872469,Q4 (alto),Desconocida
258,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,B77,S,S,1,30.0,1,B,First,woman,False,B,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),4.471638793363569,Q4 (alto),B
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,,C,C,1,35.0,0,,First,woman,False,,Cherbourg,True,1,Miss,Miss,1,1,Adulto joven (18-35),6.240917354759096,Q4 (alto),Desconocida
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,,S,S,1,50.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto (36-60),3.295836866004329,Q3,Desconocida
261,0,3,"Smith, Mr. Thomas",male,,0,0,384461,7.75,,Q,Q,0,25.0,0,,Third,man,True,,Queenstown,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,,S,S,1,3.0,0,,Third,child,False,,Southampton,False,0,Master,Master,7,0,Niño (0-12),3.4777725458882283,Q4 (alto),Desconocida
263,0,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,E67,S,S,1,52.0,1,E,First,man,True,E,Southampton,False,0,Mr,Mr,3,0,Adulto (36-60),4.390118804571218,Q4 (alto),E
264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,B94,S,S,1,40.0,1,B,First,man,True,B,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),0.0,Q1 (bajo),B
265,0,3,"Henry, Miss. Delia",female,,0,0,382649,7.75,,Q,Q,0,21.5,0,,Third,woman,False,,Queenstown,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
266,0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,,S,S,1,36.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.4423470353692043,Q2,Desconocida
267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,,S,S,1,16.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,6,0,Adolescente (13-17),3.705920919968788,Q4 (alto),Desconocida
268,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,,S,S,1,25.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto joven (18-35),2.1719067693519296,Q1 (bajo),Desconocida
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,C125,S,S,1,58.0,1,C,First,woman,False,C,Southampton,False,1,Mrs,Mrs,2,0,Adulto (36-60),5.039951348430309,Q4 (alto),C
270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,C99,S,S,1,35.0,1,C,First,woman,False,C,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),4.91730069488021,Q4 (alto),C
271,0,1,"Cairns, Mr. Alexander",male,,0,0,113798,31.0,,S,S,0,40.0,0,,First,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.4657359027997265,Q3,Desconocida
272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,,S,S,1,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),0.0,Q1 (bajo),Desconocida
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,,S,S,1,41.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto (36-60),3.0204248861443626,Q3,Desconocida
274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C118,C,C,1,37.0,1,C,First,man,True,C,Cherbourg,False,0,Mr,Mr,2,0,Adulto (36-60),3.4242626545931514,Q3,C
275,1,3,"Healy, Miss. Hanora ""Nora""",female,,0,0,370375,7.75,,Q,Q,0,21.5,0,,Third,woman,False,,Queenstown,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,S,S,1,63.0,1,D,First,woman,False,D,Southampton,False,1,Miss,Miss,2,0,Mayor (60+),4.368919865004903,Q4 (alto),D
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,,S,S,1,45.0,0,,Third,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto (36-60),2.169053700369523,Q1 (bajo),Desconocida
278,0,2,"Parkes, Mr. Francis ""Frank""",male,,0,0,239853,0.0,,S,S,0,30.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),0.0,Q1 (bajo),Desconocida
279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,,Q,Q,1,7.0,0,,Third,child,False,,Queenstown,False,0,Master,Master,6,0,Niño (0-12),3.405355391810819,Q3,Desconocida
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,,S,S,1,35.0,0,,Third,woman,False,,Southampton,False,1,Mrs,Mrs,3,0,Adulto joven (18-35),3.056356895370426,Q3,Desconocida
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,,Q,Q,1,65.0,0,,Third,man,True,,Queenstown,True,0,Mr,Mr,1,1,Mayor (60+),2.169053700369523,Q1 (bajo),Desconocida
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,,S,S,1,28.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.180891922715322,Q1 (bajo),Desconocida
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,,S,S,1,16.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adolescente (13-17),2.3513752571634776,Q2,Desconocida
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,,S,S,1,19.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2027647577118348,Q2,Desconocida
285,0,1,"Smith, Mr. Richard William",male,,0,0,113056,26.0,A19,S,S,0,40.0,1,A,First,man,True,A,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.295836866004329,Q3,A
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,,C,C,1,33.0,0,,Third,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2682524139135403,Q2,Desconocida
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,,S,S,1,30.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.3513752571634776,Q2,Desconocida
288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,,S,S,1,22.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1855792552411137,Q1 (bajo),Desconocida
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,,S,S,1,42.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.6390573296152584,Q2,Desconocida
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,,Q,Q,1,22.0,0,,Third,woman,False,,Queenstown,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,,S,S,1,26.0,0,,First,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),4.380149874661021,Q4 (alto),Desconocida
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,B49,C,C,1,19.0,1,B,First,woman,False,B,Cherbourg,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),4.5226490762785785,Q4 (alto),B
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,C,C,1,36.0,1,D,Second,man,True,D,Cherbourg,True,0,Mr,Mr,1,1,Adulto (36-60),2.630088659632498,Q2,D
294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,,S,S,1,24.0,0,,Third,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.2874714551839976,Q2,Desconocida
295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,,S,S,1,24.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1855792552411137,Q1 (bajo),Desconocida
296,0,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C,C,0,40.0,0,,First,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto (36-60),3.357621598945279,Q3,Desconocida
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,C,C,1,23.5,0,,Third,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1076888046179385,Q1 (bajo),Desconocida
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,C22 C26,S,S,1,2.0,1,C,First,child,False,C,Southampton,False,1,Miss,Miss,4,0,Niño (0-12),5.027492411162679,Q4 (alto),C
299,1,1,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,S,S,0,40.0,1,C,First,man,True,C,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.449987545831587,Q3,C
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,C,C,1,50.0,1,B,First,woman,False,B,Cherbourg,False,1,Mrs,Mrs,2,0,Adulto (36-60),5.515526544247129,Q4 (alto),B
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,9234,7.75,,Q,Q,0,21.5,0,,Third,woman,False,,Queenstown,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
302,1,3,"McCoy, Mr. Bernard",male,,2,0,367226,23.25,,Q,Q,0,25.0,0,,Third,man,True,,Queenstown,False,0,Mr,Mr,3,0,Adulto joven (18-35),3.188416617383492,Q3,Desconocida
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,,S,S,1,19.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),0.0,Q1 (bajo),Desconocida
304,1,2,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Q,Q,0,28.0,1,E,Second,woman,False,E,Queenstown,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.5915163848462583,Q2,E
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,A/5 2466,8.05,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2027647577118348,Q2,Desconocida
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,S,1,0.92,1,C,First,child,False,C,Southampton,False,0,Master,Master,4,0,Niño (0-12),5.027492411162679,Q4 (alto),C
307,1,1,"Fleming, Miss. Margaret",female,,0,0,17421,110.8833,,C,C,0,35.0,0,,First,woman,False,,Cherbourg,True,1,Miss,Miss,1,1,Adulto joven (18-35),4.717456363787216,Q4 (alto),Desconocida
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C65,C,C,1,17.0,1,C,First,woman,False,C,Cherbourg,False,1,Mrs,Mrs,2,0,Adolescente (13-17),4.699570861409576,Q4 (alto),C
309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,,C,C,1,30.0,0,,Second,man,True,,Cherbourg,False,0,Mr,Mr,2,0,Adulto joven (18-35),3.2188758248682006,Q3,Desconocida
310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,E36,C,C,1,30.0,1,E,First,woman,False,E,Cherbourg,True,1,Miss,Miss,1,1,Adulto joven (18-35),4.0592215752427645,Q4 (alto),E
311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,C,C,1,24.0,1,C,First,woman,False,C,Cherbourg,True,1,Miss,Miss,1,1,Adulto joven (18-35),4.432699549165613,Q4 (alto),C
312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,C,1,18.0,1,B,First,woman,False,B,Cherbourg,False,1,Miss,Miss,5,0,Adulto joven (18-35),5.5735788721243535,Q4 (alto),B
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,,S,S,1,26.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,3,0,Adulto joven (18-35),3.295836866004329,Q3,Desconocida
314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,,S,S,1,28.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1855792552411137,Q1 (bajo),Desconocida
315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,,S,S,1,43.0,0,,Second,man,True,,Southampton,False,0,Mr,Mr,3,0,Adulto (36-60),3.305053521109253,Q3,Desconocida
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,,S,S,1,26.0,0,,Third,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.180891922715322,Q1 (bajo),Desconocida
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,,S,S,1,24.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),3.295836866004329,Q3,Desconocida
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,,S,S,1,54.0,0,,Second,man,True,,Southampton,True,0,Dr,Oficial_Profesional,1,1,Adulto (36-60),2.70805020110221,Q2,Desconocida
319,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,C7,S,S,1,31.0,1,C,First,woman,False,C,Southampton,False,1,Miss,Miss,3,0,Adulto joven (18-35),5.11118445372147,Q4 (alto),C
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,E34,C,C,1,40.0,1,E,First,woman,False,E,Cherbourg,False,1,Mrs,Mrs,3,0,Adulto (36-60),4.908971640319756,Q4 (alto),E
321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,,S,S,1,22.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1102132003465894,Q1 (bajo),Desconocida
322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,,S,S,1,27.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1855792552411137,Q1 (bajo),Desconocida
323,1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,,Q,Q,1,30.0,0,,Second,woman,False,,Queenstown,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.5915163848462583,Q2,Desconocida
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,,S,S,1,22.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,3,0,Adulto joven (18-35),3.4011973816621555,Q3,Desconocida
325,0,3,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,69.55,,S,S,0,25.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,11,0,Adulto joven (18-35),4.256321678298823,Q4 (alto),Desconocida
326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C32,C,C,1,36.0,1,C,First,woman,False,C,Cherbourg,True,1,Miss,Miss,1,1,Adulto (36-60),4.91730069488021,Q4 (alto),C
327,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,,S,S,1,61.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Mayor (60+),1.9792758428991135,Q1 (bajo),Desconocida
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,D,S,S,1,36.0,1,D,Second,woman,False,D,Southampton,True,1,Mrs,Mrs,1,1,Adulto (36-60),2.6390573296152584,Q2,D
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,,S,S,1,31.0,0,,Third,woman,False,,Southampton,False,1,Mrs,Mrs,3,0,Adulto joven (18-35),3.0692150503137943,Q3,Desconocida
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,C,C,1,16.0,1,B,First,woman,False,B,Cherbourg,False,1,Miss,Miss,2,0,Adolescente (13-17),4.077184839375167,Q4 (alto),B
331,1,3,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Q,Q,0,21.5,0,,Third,woman,False,,Queenstown,False,1,Miss,Miss,3,0,Adulto joven (18-35),3.188416617383492,Q3,Desconocida
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,S,1,45.5,1,C,First,man,True,C,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.3843902633457743,Q3,C
333,0,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,C91,S,S,1,38.0,1,C,First,man,True,C,Southampton,False,0,Mr,Mr,2,0,Adulto (36-60),5.039951348430309,Q4 (alto),C
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,,S,S,1,16.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,3,0,Adolescente (13-17),2.9444389791664403,Q3,Desconocida
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S,S,0,35.0,0,,First,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),4.902678819257608,Q4 (alto),Desconocida
336,0,3,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1855792552411137,Q1 (bajo),Desconocida
337,0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,C2,S,S,1,29.0,1,C,First,man,True,C,Southampton,False,0,Mr,Mr,2,0,Adulto joven (18-35),4.213607983048918,Q4 (alto),C
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,E40,C,C,1,41.0,1,E,First,woman,False,E,Cherbourg,True,1,Miss,Miss,1,1,Adulto (36-60),4.908971640319756,Q4 (alto),E
339,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,,S,S,1,45.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.2027647577118348,Q2,Desconocida
340,0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,T,S,S,1,45.0,1,T,First,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.597312260588446,Q4 (alto),T
341,1,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,F2,S,S,1,2.0,1,F,Second,child,False,F,Southampton,False,0,Master,Master,3,0,Niño (0-12),3.295836866004329,Q3,F
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,C23 C25 C27,S,S,1,24.0,1,C,First,woman,False,C,Southampton,False,1,Miss,Miss,6,0,Adulto joven (18-35),5.575949103146316,Q4 (alto),C
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,,S,S,1,28.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,,S,S,1,25.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,,S,S,1,36.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.6390573296152584,Q2,Desconocida
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,S,S,1,24.0,1,F,Second,woman,False,F,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.6390573296152584,Q2,F
347,1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,,S,S,1,40.0,0,,Second,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto (36-60),2.6390573296152584,Q2,Desconocida
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,S,S,0,21.5,0,,Third,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),2.8390784635086144,Q3,Desconocida
349,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,,S,S,1,3.0,0,,Third,child,False,,Southampton,False,0,Master,Master,3,0,Niño (0-12),2.8273136219290276,Q3,Desconocida
